ID;Competence;nbEmp
15394;B.2.;5
15395;A.1.;2
15396;B.2.;5
15397;A.1.;2
15398;B.2.;5
15399;A.1.;2
15400;B.2.;5
15401;A.1.;2
15402;B.2.;5
15403;A.1.;2
15404;B.2.;5
15405;A.1.;2
15406;B.2.;5
15407;A.1.;2
15408;B.2.;5
15409;A.1.;2
15410;B.2.;5
15411;A.1.;2
15412;B.2.;5
15413;A.1.;2
15414;B.2.;5
15415;A.1.;2
15416;B.2.;5
15417;A.1.;2
15418;B.2.;5
15419;A.1.;2
15420;B.2.;5
15421;A.1.;2
15422;B.2.;5
15423;A.1.;2
15424;B.2.;5
15425;A.1.;2
15426;B.2.;5
15427;A.1.;2
15428;B.2.;5
15429;A.1.;2
15430;B.2.;5
15431;A.1.;2
15432;B.2.;5
15433;A.1.;2
15434;B.2.;5
15435;A.1.;2
15436;B.2.;5
15437;A.1.;2
15438;B.2.;5
15439;A.1.;2
15440;B.2.;5
15441;A.1.;2
15442;B.2.;5
15443;A.1.;2
15444;B.2.;5
15445;A.1.;2
15446;B.2.;5
15447;A.1.;2
15448;B.2.;5
15449;A.1.;2
15450;B.2.;5
15451;A.1.;2
15452;B.2.;5
15453;A.1.;2
15454;B.2.;5
15455;A.1.;2
15456;B.2.;5
15457;A.1.;2
15458;B.2.;5
15459;A.1.;2
15460;B.2.;5
15461;A.1.;2
15462;B.2.;5
15463;A.1.;2
15464;B.2.;5
15465;A.1.;2
15466;B.2.;5
15467;A.1.;2
15468;B.2.;5
15469;A.1.;2
15470;B.2.;5
15471;A.1.;2
15472;B.2.;5
15473;A.1.;2
15474;B.2.;5
15475;A.1.;2
15476;B.2.;5
15477;A.1.;2
15478;B.2.;5
15479;A.1.;2
15480;B.2.;5
15481;A.1.;2
15482;B.2.;5
15483;A.1.;2
15484;B.2.;5
15485;A.1.;2
15486;B.2.;5
15487;A.1.;2
15488;B.2.;5
15489;A.1.;2
15490;B.2.;5
15491;A.1.;2
15492;B.2.;5
15493;A.1.;2
15494;B.2.;5
15495;A.1.;2
15496;B.2.;5
15497;A.1.;2
15498;B.2.;5
15499;A.1.;2
15500;B.2.;5
15501;A.1.;2
15502;B.2.;5
15503;A.1.;2
15504;B.2.;5
15505;A.1.;2
15506;B.2.;5
15507;A.1.;2
15508;B.2.;5
15509;A.1.;2
15510;B.2.;5
15511;A.1.;2
15512;B.2.;5
15513;A.1.;2
15514;B.2.;5
15515;A.1.;2
15516;B.2.;5
15517;A.1.;2
15518;B.2.;5
15519;A.1.;2
15520;B.2.;5
15521;A.1.;2
15522;B.2.;5
15523;A.1.;2
15524;B.2.;5
15525;A.1.;2
15526;B.2.;5
15527;A.1.;2
15528;B.2.;5
15529;A.1.;2
15530;B.2.;5
15531;A.1.;2
15532;B.2.;5
15533;A.1.;2
15534;B.2.;5
15535;A.1.;2
15536;B.2.;5
15537;A.1.;2
15538;B.2.;5
15539;A.1.;2
15540;B.2.;5
15541;A.1.;2
15542;B.2.;5
15543;A.1.;2
15544;B.2.;5
15545;A.1.;2
15546;B.2.;5
15547;A.1.;2
15548;B.2.;5
15549;A.1.;2
15550;B.2.;5
15551;A.1.;2
15552;B.2.;5
15553;A.1.;2
15554;B.2.;5
15555;A.1.;2
15556;B.2.;5
15557;A.1.;2
15558;B.2.;5
15559;A.1.;2
15560;B.2.;5
15561;A.1.;2
15562;B.2.;5
15563;A.1.;2
15564;B.2.;5
15565;A.1.;2
15566;B.2.;5
15567;A.1.;2
15568;B.2.;5
15569;A.1.;2
15570;B.2.;5
15571;A.1.;2
15572;B.2.;5
15573;A.1.;2
15574;B.2.;5
15575;A.1.;2
15576;B.2.;5
15577;A.1.;2
15578;B.2.;5
15579;A.1.;2
15580;B.2.;5
15581;A.1.;2
15582;B.2.;5
15583;A.1.;2
15584;B.2.;5
15585;A.1.;2
15586;B.2.;5
15587;A.1.;2
15588;B.2.;5
15589;A.1.;2
15590;B.2.;5
15591;A.1.;2
15592;B.2.;5
15593;A.1.;2
15594;B.2.;5
15595;A.1.;2
15596;B.2.;5
15597;A.1.;2
15598;B.2.;5
15599;A.1.;2
15600;B.2.;5
15601;A.1.;2
15602;B.2.;5
15603;A.1.;2
15604;B.2.;5
15605;A.1.;2
15606;B.2.;5
15607;A.1.;2
15608;B.2.;5
15609;A.1.;2
15610;B.2.;5
15611;A.1.;2
15612;B.2.;5
15613;A.1.;2
15614;B.2.;5
15615;A.1.;2
15616;B.2.;5
15617;A.1.;2
15618;B.2.;5
15619;A.1.;2
15620;B.2.;5
15621;A.1.;2
15622;B.2.;5
15623;A.1.;2
15624;B.2.;5
15625;A.1.;2
15626;B.2.;5
15627;A.1.;2
15628;B.2.;5
15629;A.1.;2
15630;B.2.;5
15631;A.1.;2
15632;B.2.;5
15633;A.1.;2
15634;B.2.;5
15635;A.1.;2
15636;B.2.;5
15637;A.1.;2
15638;B.2.;5
15639;A.1.;2
15640;B.2.;5
15641;A.1.;2
15642;B.2.;5
15643;A.1.;2
15644;B.2.;5
15645;A.1.;2
15646;B.2.;5
15647;A.1.;2
15648;B.2.;5
15649;A.1.;2
15650;B.2.;5
15651;A.1.;2
15652;B.2.;5
15653;A.1.;2
15654;B.2.;5
15655;A.1.;2
15656;B.2.;5
15657;A.1.;2
15658;B.2.;5
15659;A.1.;2
15660;B.2.;5
15661;A.1.;2
15662;B.2.;5
15663;A.1.;2
15664;B.2.;5
15665;A.1.;2
15666;B.2.;5
15667;A.1.;2
15668;B.2.;5
15669;A.1.;2
15670;B.2.;5
15671;A.1.;2
15672;B.2.;5
15673;A.1.;2
15674;B.2.;5
15675;A.1.;2
15676;B.2.;5
15677;A.1.;2
15678;B.2.;5
15679;A.1.;2
15680;B.2.;5
15681;A.1.;2
15682;B.2.;5
15683;A.1.;2
15684;B.2.;5
15685;A.1.;2
15686;B.2.;5
15687;A.1.;2
15688;B.2.;5
15689;A.1.;2
15690;B.2.;5
15691;A.1.;2
15692;B.2.;5
15693;A.1.;2
15694;B.2.;5
15695;A.1.;2
15696;B.2.;5
15697;A.1.;2
15698;B.2.;5
15699;A.1.;2
15700;B.2.;5
15701;A.1.;2
15702;B.2.;5
15703;A.1.;2
15704;B.2.;5
15705;A.1.;2
15706;B.2.;5
15707;A.1.;2
15708;B.2.;5
15709;A.1.;2
15710;B.2.;5
15711;A.1.;2
15712;B.2.;5
15713;A.1.;2
15714;B.2.;5
15715;A.1.;2
15716;B.2.;5
15717;A.1.;2
15718;B.2.;5
15719;A.1.;2
15720;B.2.;5
15721;A.1.;2
15722;B.2.;5
15723;A.1.;2
15724;B.2.;5
15725;A.1.;2
15726;B.2.;5
15727;A.1.;2
15728;B.2.;5
15729;A.1.;2
15730;B.2.;5
15731;A.1.;2
15732;B.2.;5
15733;A.1.;2
15734;B.2.;5
15735;A.1.;2
15736;B.2.;5
15737;A.1.;2
15738;B.2.;5
15739;A.1.;2
15740;B.2.;5
15741;A.1.;2
15742;B.2.;5
15743;A.1.;2
15744;B.2.;5
15745;A.1.;2
15746;B.2.;5
15747;A.1.;2
15748;B.2.;5
15749;A.1.;2
15750;B.2.;5
15751;A.1.;2
15752;B.2.;5
15753;A.1.;2
15754;B.2.;5
15755;A.1.;2
15756;B.2.;5
15757;A.1.;2
15758;B.2.;5
15759;A.1.;2
15760;B.2.;5
15761;A.1.;2
15762;B.2.;5
15763;A.1.;2
15764;B.2.;5
15765;A.1.;2
15766;B.2.;5
15767;A.1.;2
15768;B.2.;5
15769;A.1.;2
15770;B.2.;5
15771;A.1.;2
15772;B.2.;5
15773;A.1.;2
15774;B.2.;5
15775;A.1.;2
15776;B.2.;5
15777;A.1.;2
15778;B.2.;5
15779;A.1.;2
15780;B.2.;5
15781;A.1.;2
15782;B.2.;5
15783;A.1.;2
15784;B.2.;5
15785;A.1.;2
15786;B.2.;5
15787;A.1.;2
15788;B.2.;5
15789;A.1.;2
15790;B.2.;5
15791;A.1.;2
15792;B.2.;5
15793;A.1.;2
15794;B.2.;5
15795;A.1.;2
15796;B.2.;5
15797;A.1.;2
15798;B.2.;5
15799;A.1.;2
15800;B.2.;5
15801;A.1.;2
15802;B.2.;5
15803;A.1.;2
15804;B.2.;5
15805;A.1.;2
15806;B.2.;5
15807;A.1.;2
15808;B.2.;5
15809;A.1.;2
15810;B.2.;5
15811;A.1.;2
15812;B.2.;5
15813;A.1.;2
15814;B.2.;5
15815;A.1.;2
15816;B.2.;5
15817;A.1.;2
15818;B.2.;5
15819;A.1.;2
15820;B.2.;5
15821;A.1.;2
15822;B.2.;5
15823;A.1.;2
15824;B.2.;5
15825;A.1.;2
15826;B.2.;5
15827;A.1.;2
15828;B.2.;5
15829;A.1.;2
15830;B.2.;5
15831;A.1.;2
15832;B.2.;5
15833;A.1.;2
15834;B.2.;5
15835;A.1.;2
15836;B.2.;5
15837;A.1.;2
15838;B.2.;5
15839;A.1.;2
15840;B.2.;5
15841;A.1.;2
15842;B.2.;5
15843;A.1.;2
15844;B.2.;5
15845;A.1.;2
15846;B.2.;5
15847;A.1.;2
15848;B.2.;5
15849;A.1.;2
15850;B.2.;5
15851;A.1.;2
15852;B.2.;5
15853;A.1.;2
15854;B.2.;5
15855;A.1.;2
15856;B.2.;5
15857;A.1.;2
15858;B.2.;5
15859;A.1.;2
15860;B.2.;5
15861;A.1.;2
15862;B.2.;5
15863;A.1.;2
15864;B.2.;5
15865;A.1.;2
15866;B.2.;5
15867;A.1.;2
15868;B.2.;5
15869;A.1.;2
15870;B.2.;5
15871;A.1.;2
15872;B.2.;5
15873;A.1.;2
15874;B.2.;5
15875;A.1.;2
15876;B.2.;5
15877;A.1.;2
15878;B.2.;5
15879;A.1.;2
15880;B.2.;5
15881;A.1.;2
15882;B.2.;5
15883;A.1.;2
15884;B.2.;5
15885;A.1.;2
15886;B.2.;5
15887;A.1.;2
15888;B.2.;5
15889;A.1.;2
15890;B.2.;5
15891;A.1.;2
15892;B.2.;5
15893;A.1.;2
15894;B.2.;5
15895;A.1.;2
15896;B.2.;5
15897;A.1.;2
15898;B.2.;5
15899;A.1.;2
15900;B.2.;5
15901;A.1.;2
15902;B.2.;5
15903;A.1.;2
15904;B.2.;5
15905;A.1.;2
15906;B.2.;5
15907;A.1.;2
15908;B.2.;5
15909;A.1.;2
15910;B.2.;5
15911;A.1.;2
15912;B.2.;5
15913;A.1.;2
15914;B.2.;5
15915;A.1.;2
15916;B.2.;5
15917;A.1.;2
15918;B.2.;5
15919;A.1.;2
15920;B.2.;5
15921;A.1.;2
15922;B.2.;5
15923;A.1.;2
15924;B.2.;5
15925;A.1.;2
15926;B.2.;5
15927;A.1.;2
15928;B.2.;5
15929;A.1.;2
15930;B.2.;5
15931;A.1.;2
15932;B.2.;5
15933;A.1.;2
15934;B.2.;5
15935;A.1.;2
15936;B.2.;5
15937;A.1.;2
15938;B.2.;5
15939;A.1.;2
15940;B.2.;5
15941;A.1.;2
15942;B.2.;5
15943;A.1.;2
15944;B.2.;5
15945;A.1.;2
15946;B.2.;5
15947;A.1.;2
15948;B.2.;5
15949;A.1.;2
15950;B.2.;5
15951;A.1.;2
15952;B.2.;5
15953;A.1.;2
15954;B.2.;5
15955;A.1.;2
15956;B.2.;5
15957;A.1.;2
15958;B.2.;5
15959;A.1.;2
15960;B.2.;5
15961;A.1.;2
15962;B.2.;5
15963;A.1.;2
15964;B.2.;5
15965;A.1.;2
15966;B.2.;5
15967;A.1.;2
15968;B.2.;5
15969;A.1.;2
15970;B.2.;5
15971;A.1.;2
15972;B.2.;5
15973;A.1.;2
15974;B.2.;5
15975;A.1.;2
15976;B.2.;5
15977;A.1.;2
15978;B.2.;5
15979;A.1.;2
15980;B.2.;5
15981;A.1.;2
15982;B.2.;5
15983;A.1.;2
15984;B.2.;5
15985;A.1.;2
15986;B.2.;5
15987;A.1.;2
15988;B.2.;5
15989;A.1.;2
15990;B.2.;5
15991;A.1.;2
15992;B.2.;5
15993;A.1.;2
15994;B.2.;5
15995;A.1.;2
15996;B.2.;5
15997;A.1.;2
15998;B.2.;5
15999;A.1.;2
16000;B.2.;5
16001;A.1.;2
16002;B.2.;5
16003;A.1.;2
16004;B.2.;5
16005;A.1.;2
16006;B.2.;5
16007;A.1.;2
16008;B.2.;5
16009;A.1.;2
16010;B.2.;5
16011;A.1.;2
16012;B.2.;5
16013;A.1.;2
16014;B.2.;5
16015;A.1.;2
16016;B.2.;5
16017;A.1.;2
16018;B.2.;5
16019;A.1.;2
16020;B.2.;5
16021;A.1.;2
16022;B.2.;5
16023;A.1.;2
16024;B.2.;5
16025;A.1.;2
16026;B.2.;5
16027;A.1.;2
16028;B.2.;5
16029;A.1.;2
16030;B.2.;5
16031;A.1.;2
16032;B.2.;5
16033;A.1.;2
16034;B.2.;5
16035;A.1.;2
16036;B.2.;5
16037;A.1.;2
16038;B.2.;5
16039;A.1.;2
16040;B.2.;5
16041;A.1.;2
16042;B.2.;5
16043;A.1.;2
16044;B.2.;5
16045;A.1.;2
16046;B.2.;5
16047;A.1.;2
16048;B.2.;5
16049;A.1.;2
16050;B.2.;5
16051;A.1.;2
16052;B.2.;5
16053;A.1.;2
16054;B.2.;5
16055;A.1.;2
16056;B.2.;5
16057;A.1.;2
16058;B.2.;5
16059;A.1.;2
16060;B.2.;5
16061;A.1.;2
16062;B.2.;5
16063;A.1.;2
16064;B.2.;5
16065;A.1.;2
16066;B.2.;5
16067;A.1.;2
16068;B.2.;5
16069;A.1.;2
16070;B.2.;5
16071;A.1.;2
16072;B.2.;5
16073;A.1.;2
16074;B.2.;5
16075;A.1.;2
16076;B.2.;5
16077;A.1.;2
16078;B.2.;5
16079;A.1.;2
16080;B.2.;5
16081;A.1.;2
16082;B.2.;5
16083;A.1.;2
16084;B.2.;5
16085;A.1.;2
16086;B.2.;5
16087;A.1.;2
16088;B.2.;5
16089;A.1.;2
16090;B.2.;5
16091;A.1.;2
16092;B.2.;5
16093;A.1.;2
16094;B.2.;5
16095;A.1.;2
16096;B.2.;5
16097;A.1.;2
16098;B.2.;5
16099;A.1.;2
16100;B.2.;5
16101;A.1.;2
16102;B.2.;5
16103;A.1.;2
16104;B.2.;5
16105;A.1.;2
16106;B.2.;5
16107;A.1.;2
16108;B.2.;5
16109;A.1.;2
16110;B.2.;5
16111;A.1.;2
16112;B.2.;5
16113;A.1.;2
16114;B.2.;5
16115;A.1.;2
16116;B.2.;5
16117;A.1.;2
16118;B.2.;5
16119;A.1.;2
16120;B.2.;5
16121;A.1.;2
16122;B.2.;5
16123;A.1.;2
16124;B.2.;5
16125;A.1.;2
16126;B.2.;5
16127;A.1.;2
16128;B.2.;5
16129;A.1.;2
16130;B.2.;5
16131;A.1.;2
16132;B.2.;5
16133;A.1.;2
16134;B.2.;5
16135;A.1.;2
16136;B.2.;5
16137;A.1.;2
16138;B.2.;5
16139;A.1.;2
16140;B.2.;5
16141;A.1.;2
16142;B.2.;5
16143;A.1.;2
16144;B.2.;5
16145;A.1.;2
16146;B.2.;5
16147;A.1.;2
16148;B.2.;5
16149;A.1.;2
16150;B.2.;5
16151;A.1.;2
16152;B.2.;5
16153;A.1.;2
16154;B.2.;5
16155;A.1.;2
16156;B.2.;5
16157;A.1.;2
16158;B.2.;5
16159;A.1.;2
16160;B.2.;5
16161;A.1.;2
16162;B.2.;5
16163;A.1.;2
16164;B.2.;5
16165;A.1.;2
16166;B.2.;5
16167;A.1.;2
16168;B.2.;5
16169;A.1.;2
16170;B.2.;5
16171;A.1.;2
16172;B.2.;5
16173;A.1.;2
16174;B.2.;5
16175;A.1.;2
16176;B.2.;5
16177;A.1.;2
16178;B.2.;5
16179;A.1.;2
16180;B.2.;5
16181;A.1.;2
16182;B.2.;5
16183;A.1.;2
16184;B.2.;5
16185;A.1.;2
16186;B.2.;5
16187;A.1.;2
16188;B.2.;5
16189;A.1.;2
16190;B.2.;5
16191;A.1.;2
16192;B.2.;5
16193;A.1.;2
16194;B.2.;5
16195;A.1.;2
16196;B.2.;5
16197;A.1.;2
16198;B.2.;5
16199;A.1.;2
16200;B.2.;5
16201;A.1.;2
16202;B.2.;5
16203;A.1.;2
16204;B.2.;5
16205;A.1.;2
16206;B.2.;5
16207;A.1.;2
16208;B.2.;5
16209;A.1.;2
16210;B.2.;5
16211;A.1.;2
16212;B.2.;5
16213;A.1.;2
16214;B.2.;5
16215;A.1.;2
16216;B.2.;5
16217;A.1.;2
16218;B.2.;5
16219;A.1.;2
16220;B.2.;5
16221;A.1.;2
16222;B.2.;5
16223;A.1.;2
16224;B.2.;5
16225;A.1.;2
16226;B.2.;5
16227;A.1.;2
16228;B.2.;5
16229;A.1.;2
16230;B.2.;5
16231;A.1.;2
16232;B.2.;5
16233;A.1.;2
16234;B.2.;5
16235;A.1.;2
16236;B.2.;5
16237;A.1.;2
16238;B.2.;5
16239;A.1.;2
16240;B.2.;5
16241;A.1.;2
16242;B.2.;5
16243;A.1.;2
16244;B.2.;5
16245;A.1.;2
16246;B.2.;5
16247;A.1.;2
16248;B.2.;5
16249;A.1.;2
16250;B.2.;5
16251;A.1.;2
16252;B.2.;5
16253;A.1.;2
16254;B.2.;5
16255;A.1.;2
16256;B.2.;5
16257;A.1.;2
16258;B.2.;5
16259;A.1.;2
16260;B.2.;5
16261;A.1.;2
16262;B.2.;5
16263;A.1.;2
16264;B.2.;5
16265;A.1.;2
16266;B.2.;5
16267;A.1.;2
16268;B.2.;5
16269;A.1.;2
16270;B.2.;5
16271;A.1.;2
16272;B.2.;5
16273;A.1.;2
16274;B.2.;5
16275;A.1.;2
16276;B.2.;5
16277;A.1.;2
16278;B.2.;5
16279;A.1.;2
16280;B.2.;5
16281;A.1.;2
16282;B.2.;5
16283;A.1.;2
16284;B.2.;5
16285;A.1.;2
16286;B.2.;5
16287;A.1.;2
16288;B.2.;5
16289;A.1.;2
16290;B.2.;5
16291;A.1.;2
16292;B.2.;5
16293;A.1.;2
16294;B.2.;5
16295;A.1.;2
16296;B.2.;5
16297;A.1.;2
16298;B.2.;5
16299;A.1.;2
16300;B.2.;5
16301;A.1.;2
16302;B.2.;5
16303;A.1.;2
16304;B.2.;5
16305;A.1.;2
16306;B.2.;5
16307;A.1.;2
16308;B.2.;5
16309;A.1.;2
16310;B.2.;5
16311;A.1.;2
16312;B.2.;5
16313;A.1.;2
16314;B.2.;5
16315;A.1.;2
16316;B.2.;5
16317;A.1.;2
16318;B.2.;5
16319;A.1.;2
16320;B.2.;5
16321;A.1.;2
16322;B.2.;5
16323;A.1.;2
16324;B.2.;5
16325;A.1.;2
16326;B.2.;5
16327;A.1.;2
16328;B.2.;5
16329;A.1.;2
16330;B.2.;5
16331;A.1.;2
16332;B.2.;5
16333;A.1.;2
16334;B.2.;5
16335;A.1.;2
16336;B.2.;5
16337;A.1.;2
16338;B.2.;5
16339;A.1.;2
16340;B.2.;5
16341;A.1.;2
16342;B.2.;5
16343;A.1.;2
16344;B.2.;5
16345;A.1.;2
16346;B.2.;5
16347;A.1.;2
16348;B.2.;5
16349;A.1.;2
16350;B.2.;5
16351;A.1.;2
16352;B.2.;5
16353;A.1.;2
16354;B.2.;5
16355;A.1.;2
16356;B.2.;5
16357;A.1.;2
16358;B.2.;5
16359;A.1.;2
16360;B.2.;5
16361;A.1.;2
16362;B.2.;5
16363;A.1.;2
16364;B.2.;5
16365;A.1.;2
16366;B.2.;5
16367;A.1.;2
16368;B.2.;5
16369;A.1.;2
16370;B.2.;5
16371;A.1.;2
16372;B.2.;5
16373;A.1.;2
16374;B.2.;5
16375;A.1.;2
16376;B.2.;5
16377;A.1.;2
16378;B.2.;5
16379;A.1.;2
16380;B.2.;5
16381;A.1.;2
16382;B.2.;5
16383;A.1.;2
16384;B.2.;5
16385;A.1.;2
16386;B.2.;5
16387;A.1.;2
16388;B.2.;5
16389;A.1.;2
16390;B.2.;5
16391;A.1.;2
16392;B.2.;5
16393;A.1.;2
16394;B.2.;5
16395;A.1.;2
16396;B.2.;5
16397;A.1.;2
16398;B.2.;5
16399;A.1.;2
16400;B.2.;5
16401;A.1.;2
16402;B.2.;5
16403;A.1.;2
16404;B.2.;5
16405;A.1.;2
16406;B.2.;5
16407;A.1.;2
16408;B.2.;5
16409;A.1.;2
16410;B.2.;5
16411;A.1.;2
16412;B.2.;5
16413;A.1.;2
16414;B.2.;5
16415;A.1.;2
16416;B.2.;5
16417;A.1.;2
16418;B.2.;5
16419;A.1.;2
16420;B.2.;5
16421;A.1.;2
16422;B.2.;5
16423;A.1.;2
16424;B.2.;5
16425;A.1.;2
16426;B.2.;5
16427;A.1.;2
16428;B.2.;5
16429;A.1.;2
16430;B.2.;5
16431;A.1.;2
16432;B.2.;5
16433;A.1.;2
16434;B.2.;5
16435;A.1.;2
16436;B.2.;5
16437;A.1.;2
16438;B.2.;5
16439;A.1.;2
16440;B.2.;5
16441;A.1.;2
16442;B.2.;5
16443;A.1.;2
16444;B.2.;5
16445;A.1.;2
16446;B.2.;5
16447;A.1.;2
16448;B.2.;5
16449;A.1.;2
16450;B.2.;5
16451;A.1.;2
16452;B.2.;5
16453;A.1.;2
16454;B.2.;5
16455;A.1.;2
16456;B.2.;5
16457;A.1.;2
16458;B.2.;5
16459;A.1.;2
16460;B.2.;5
16461;A.1.;2
16462;B.2.;5
16463;A.1.;2
16464;B.2.;5
16465;A.1.;2
16466;B.2.;5
16467;A.1.;2
16468;B.2.;5
16469;A.1.;2
16470;B.2.;5
16471;A.1.;2
16472;B.2.;5
16473;A.1.;2
16474;B.2.;5
16475;A.1.;2
16476;B.2.;5
16477;A.1.;2
16478;B.2.;5
16479;A.1.;2
16480;B.2.;5
16481;A.1.;2
16482;B.2.;5
16483;A.1.;2
16484;B.2.;5
16485;A.1.;2
16486;B.2.;5
16487;A.1.;2
16488;B.2.;5
16489;A.1.;2
16490;B.2.;5
16491;A.1.;2
16492;B.2.;5
16493;A.1.;2
16494;B.2.;5
16495;A.1.;2
16496;B.2.;5
16497;A.1.;2
16498;B.2.;5
16499;A.1.;2
16500;B.2.;5
16501;A.1.;2
16502;B.2.;5
16503;A.1.;2
16504;B.2.;5
16505;A.1.;2
16506;B.2.;5
16507;A.1.;2
16508;B.2.;5
16509;A.1.;2
16510;B.2.;5
16511;A.1.;2
16512;B.2.;5
16513;A.1.;2
16514;B.2.;5
16515;A.1.;2
16516;B.2.;5
16517;A.1.;2
16518;B.2.;5
16519;A.1.;2
16520;B.2.;5
16521;A.1.;2
16522;B.2.;5
16523;A.1.;2
16524;B.2.;5
16525;A.1.;2
16526;B.2.;5
16527;A.1.;2
16528;B.2.;5
16529;A.1.;2
16530;B.2.;5
16531;A.1.;2
16532;B.2.;5
16533;A.1.;2
16534;B.2.;5
16535;A.1.;2
16536;B.2.;5
16537;A.1.;2
16538;B.2.;5
16539;A.1.;2
16540;B.2.;5
16541;A.1.;2
16542;B.2.;5
16543;A.1.;2
16544;B.2.;5
16545;A.1.;2
16546;B.2.;5
16547;A.1.;2
16548;B.2.;5
16549;A.1.;2
16550;B.2.;5
16551;A.1.;2
16552;B.2.;5
16553;A.1.;2
16554;B.2.;5
16555;A.1.;2
16556;B.2.;5
16557;A.1.;2
16558;B.2.;5
16559;A.1.;2
16560;B.2.;5
16561;A.1.;2
16562;B.2.;5
16563;A.1.;2
16564;B.2.;5
16565;A.1.;2
16566;B.2.;5
16567;A.1.;2
16568;B.2.;5
16569;A.1.;2
16570;B.2.;5
16571;A.1.;2
16572;B.2.;5
16573;A.1.;2
16574;B.2.;5
16575;A.1.;2
16576;B.2.;5
16577;A.1.;2
16578;B.2.;5
16579;A.1.;2
16580;B.2.;5
16581;A.1.;2
16582;B.2.;5
16583;A.1.;2
16584;B.2.;5
16585;A.1.;2
16586;B.2.;5
16587;A.1.;2
16588;B.2.;5
16589;A.1.;2
16590;B.2.;5
16591;A.1.;2
16592;B.2.;5
16593;A.1.;2
16594;B.2.;5
16595;A.1.;2
16596;B.2.;5
16597;A.1.;2
16598;B.2.;5
16599;A.1.;2
16600;B.2.;5
16601;A.1.;2
16602;B.2.;5
16603;A.1.;2
16604;B.2.;5
16605;A.1.;2
16606;B.2.;5
16607;A.1.;2
16608;B.2.;5
16609;A.1.;2
16610;B.2.;5
16611;A.1.;2
16612;B.2.;5
16613;A.1.;2
16614;B.2.;5
16615;A.1.;2
16616;B.2.;5
16617;A.1.;2
16618;B.2.;5
16619;A.1.;2
16620;B.2.;5
16621;A.1.;2
16622;B.2.;5
16623;A.1.;2
16624;B.2.;5
16625;A.1.;2
16626;B.2.;5
16627;A.1.;2
16628;B.2.;5
16629;A.1.;2
16630;B.2.;5
16631;A.1.;2
16632;B.2.;5
16633;A.1.;2
16634;B.2.;5
16635;A.1.;2
16636;B.2.;5
16637;A.1.;2
16638;B.2.;5
16639;A.1.;2
16640;B.2.;5
16641;A.1.;2
16642;B.2.;5
16643;A.1.;2
16644;B.2.;5
16645;A.1.;2
16646;B.2.;5
16647;A.1.;2
16648;B.2.;5
16649;A.1.;2
16650;B.2.;5
16651;A.1.;2
16652;B.2.;5
16653;A.1.;2
16654;B.2.;5
16655;A.1.;2
16656;B.2.;5
16657;A.1.;2
16658;B.2.;5
16659;A.1.;2
16660;B.2.;5
16661;A.1.;2
16662;B.2.;5
16663;A.1.;2
16664;B.2.;5
16665;A.1.;2
16666;B.2.;5
16667;A.1.;2
16668;B.2.;5
16669;A.1.;2
16670;B.2.;5
16671;A.1.;2
16672;B.2.;5
16673;A.1.;2
16674;B.2.;5
16675;A.1.;2
16676;B.2.;5
16677;A.1.;2
16678;B.2.;5
16679;A.1.;2
16680;B.2.;5
16681;A.1.;2
16682;B.2.;5
16683;A.1.;2
16684;B.2.;5
16685;A.1.;2
16686;B.2.;5
16687;A.1.;2
16688;B.2.;5
16689;A.1.;2
16690;B.2.;5
16691;A.1.;2
16692;B.2.;5
16693;A.1.;2
16694;B.2.;5
16695;A.1.;2
16696;B.2.;5
16697;A.1.;2
16698;B.2.;5
16699;A.1.;2
16700;B.2.;5
16701;A.1.;2
16702;B.2.;5
16703;A.1.;2
16704;B.2.;5
16705;A.1.;2
16706;B.2.;5
16707;A.1.;2
16708;B.2.;5
16709;A.1.;2
16710;B.2.;5
16711;A.1.;2
16712;B.2.;5
16713;A.1.;2
16714;B.2.;5
16715;A.1.;2
16716;B.2.;5
16717;A.1.;2
16718;B.2.;5
16719;A.1.;2
16720;B.2.;5
16721;A.1.;2
16722;B.2.;5
16723;A.1.;2
16724;B.2.;5
16725;A.1.;2
16726;B.2.;5
16727;A.1.;2
16728;B.2.;5
16729;A.1.;2
16730;B.2.;5
16731;A.1.;2
16732;B.2.;5
16733;A.1.;2
16734;B.2.;5
16735;A.1.;2
16736;B.2.;5
16737;A.1.;2
16738;B.2.;5
16739;A.1.;2
16740;B.2.;5
16741;A.1.;2
16742;B.2.;5
16743;A.1.;2
16744;B.2.;5
16745;A.1.;2
16746;B.2.;5
16747;A.1.;2
16748;B.2.;5
16749;A.1.;2
16750;B.2.;5
16751;A.1.;2
16752;B.2.;5
16753;A.1.;2
16754;B.2.;5
16755;A.1.;2
16756;B.2.;5
16757;A.1.;2
16758;B.2.;5
16759;A.1.;2
16760;B.2.;5
16761;A.1.;2
16762;B.2.;5
16763;A.1.;2
16764;B.2.;5
16765;A.1.;2
16766;B.2.;5
16767;A.1.;2
16768;B.2.;5
16769;A.1.;2
16770;B.2.;5
16771;A.1.;2
16772;B.2.;5
16773;A.1.;2
16774;B.2.;5
16775;A.1.;2
16776;B.2.;5
16777;A.1.;2
16778;B.2.;5
16779;A.1.;2
16780;B.2.;5
16781;A.1.;2
16782;B.2.;5
16783;A.1.;2
16784;B.2.;5
16785;A.1.;2
16786;B.2.;5
16787;A.1.;2
16788;B.2.;5
16789;A.1.;2
16790;B.2.;5
16791;A.1.;2
